id,course,chapter,section,problem_type,question,options,answer,analysis_steps,knowledge_points,formula,difficulty,source_file,source_page,remark
Q-0383,远洋运输业务,第4章,3.1 定期租船合同的基本概念,综合题,某业务资料同时涉及定期租船和租期，处理时应首先关注什么？,,应先核对定期租船的适用条件，再结合租期判断责任、费用或单证处理要求。,先判断定期租船是否适用|再依据租期核对责任或流程|最后形成业务结论,定期租船|租期|业务处理,,困难,远洋运输业务+第2版.docx,118,
Q-0384,远洋运输业务,第4章,3.1 定期租船合同的基本概念,判断题,定期租船中船舶经营与调度受租家指示影响较大。,,正确,定期租船中船舶经营与调度受租家指示影响较大|该表述概括了本节的另一项基本规则,定期租船|租期|租金,,中等,远洋运输业务+第2版.docx,118,
Q-0385,远洋运输业务,第4章,3.1 定期租船合同的基本概念,简答题,在业务处理中如何正确把握定期租船？,,应结合定义、适用范围、责任划分及单证要求综合把握定期租船。,明确定期租船的定义|核对其适用范围|结合责任和单证要求进行判断,定期租船|业务处理,,中等,远洋运输业务+第2版.docx,118,
Q-0386,远洋运输业务,第4章,3.1 定期租船合同的基本概念,选择题,下列哪项最能体现“3.1 定期租船合同的基本概念”的实务要求？,A.按照定期租船与租期核对业务条件|B.只看货物颜色|C.忽略合同约定|D.不审任何单据,A,本节强调根据定期租船和租期进行业务核对|其余做法违背实务要求,定期租船|租期|实务要求,,中等,远洋运输业务+第2版.docx,118,
Q-0387,远洋运输业务,第4章,3.1 定期租船合同的基本概念,综合题,如果定期租船与合同或单证约定不一致，应如何处理？,,应及时核对差异原因，必要时更正、补充确认或重新签发，避免责任不清。,先发现差异|再确认原因|最后采取更正或重新确认措施,定期租船|单证管理|合同管理,,困难,远洋运输业务+第2版.docx,118,
Q-0388,远洋运输业务,第4章,3.1 定期租船合同的基本概念,判断题,在“3.1 定期租船合同的基本概念”中，忽视租期不会影响业务结果。,,错误,租期通常直接关系到责任、流程或费用判断|忽视会导致处理错误,租期|业务判断,,中等,远洋运输业务+第2版.docx,118,
Q-0389,远洋运输业务,第4章,3.2 定期租船合同的主要条款,判断题,停租属于《远洋运输业务》中“3.2 定期租船合同的主要条款”需要掌握的核心内容。,,正确,停租是本节的核心关键词之一|理解停租有助于掌握本节业务规则,停租|3.2 定期租船合同的主要条款,,简单,远洋运输业务+第2版.docx,119,
Q-0390,远洋运输业务,第4章,3.2 定期租船合同的主要条款,选择题,在“3.2 定期租船合同的主要条款”中，下列哪项与停租最直接相关？,A.燃油|B.城市公交票价|C.旅客值机|D.航空餐食,A,停租与燃油共同构成本节的核心知识链|其余选项与远洋运输业务无直接对应关系,停租|燃油,,简单,远洋运输业务+第2版.docx,119,
Q-0391,远洋运输业务,第4章,3.2 定期租船合同的主要条款,判断题,停租只适用于国内公路客运，与“3.2 定期租船合同的主要条款”无关。,,错误,停租属于远洋运输业务或国际贸易相关知识|并非国内公路客运概念,停租|远洋运输业务,,简单,远洋运输业务+第2版.docx,119,
Q-0392,远洋运输业务,第4章,3.2 定期租船合同的主要条款,简答题,简述“3.2 定期租船合同的主要条款”中停租的基本含义。,,停租是本节的核心概念，应从定义、适用对象和业务作用三个方面加以说明。,先说明停租的定义|再说明其适用对象|最后说明其在业务中的作用,停租|概念理解,,中等,远洋运输业务+第2版.docx,119,
Q-0393,远洋运输业务,第4章,3.2 定期租船合同的主要条款,选择题,下列哪项通常属于“3.2 定期租船合同的主要条款”重点关注的内容？,A.停租|B.旅客座位等级|C.候机楼餐饮|D.地铁运营图,A,停租是本节直接对应的业务知识|其余选项不属于本教材任务范围,停租|3.2 定期租船合同的主要条款,,简单,远洋运输业务+第2版.docx,119,
Q-0394,远洋运输业务,第4章,3.2 定期租船合同的主要条款,判断题,定期租船条款通常涉及租金、停租、燃油、修理与还船。,,正确,定期租船条款通常涉及租金、停租、燃油、修理与还船|这是本节对应的基本规则或定义,停租|燃油,,中等,远洋运输业务+第2版.docx,119,
Q-0395,远洋运输业务,第4章,3.2 定期租船合同的主要条款,简答题,说明停租与燃油在“3.2 定期租船合同的主要条款”中的关系。,,停租与燃油共同构成本节的重要知识点，前者侧重概念或规则，后者侧重适用或衔接。,先界定停租|再说明燃油|最后说明二者在业务处理中的联系,停租|燃油,,中等,远洋运输业务+第2版.docx,119,
Q-0396,远洋运输业务,第4章,3.2 定期租船合同的主要条款,选择题,下列哪项不属于“3.2 定期租船合同的主要条款”的常见关注点？,A.停租|B.燃油|C.修理|D.旅客安检通道,D,停租、燃油、修理均与本节相关|旅客安检通道不属于本节远洋运输知识,停租|燃油|修理,,简单,远洋运输业务+第2版.docx,119,
Q-0397,远洋运输业务,第4章,3.2 定期租船合同的主要条款,综合题,某业务资料同时涉及停租和燃油，处理时应首先关注什么？,,应先核对停租的适用条件，再结合燃油判断责任、费用或单证处理要求。,先判断停租是否适用|再依据燃油核对责任或流程|最后形成业务结论,停租|燃油|业务处理,,困难,远洋运输业务+第2版.docx,119,
Q-0398,远洋运输业务,第4章,3.2 定期租船合同的主要条款,判断题,停租条款用于处理船舶不能正常营运的期间。,,正确,停租条款用于处理船舶不能正常营运的期间|该表述概括了本节的另一项基本规则,停租|燃油|修理,,中等,远洋运输业务+第2版.docx,119,
Q-0399,远洋运输业务,第4章,3.2 定期租船合同的主要条款,简答题,在业务处理中如何正确把握停租？,,应结合定义、适用范围、责任划分及单证要求综合把握停租。,明确停租的定义|核对其适用范围|结合责任和单证要求进行判断,停租|业务处理,,中等,远洋运输业务+第2版.docx,119,
Q-0400,远洋运输业务,第4章,3.2 定期租船合同的主要条款,选择题,下列哪项最能体现“3.2 定期租船合同的主要条款”的实务要求？,A.按照停租与燃油核对业务条件|B.只看货物颜色|C.忽略合同约定|D.不审任何单据,A,本节强调根据停租和燃油进行业务核对|其余做法违背实务要求,停租|燃油|实务要求,,中等,远洋运输业务+第2版.docx,119,
Q-0401,远洋运输业务,第4章,3.2 定期租船合同的主要条款,综合题,如果停租与合同或单证约定不一致，应如何处理？,,应及时核对差异原因，必要时更正、补充确认或重新签发，避免责任不清。,先发现差异|再确认原因|最后采取更正或重新确认措施,停租|单证管理|合同管理,,困难,远洋运输业务+第2版.docx,119,
Q-0402,远洋运输业务,第4章,3.2 定期租船合同的主要条款,判断题,在“3.2 定期租船合同的主要条款”中，忽视燃油不会影响业务结果。,,错误,燃油通常直接关系到责任、流程或费用判断|忽视会导致处理错误,燃油|业务判断,,中等,远洋运输业务+第2版.docx,119,
Q-0403,远洋运输业务,第5章,1.1 代理的基本概念,判断题,代理属于《远洋运输业务》中“1.1 代理的基本概念”需要掌握的核心内容。,,正确,代理是本节的核心关键词之一|理解代理有助于掌握本节业务规则,代理|1.1 代理的基本概念,,简单,远洋运输业务+第2版.docx,128,
Q-0404,远洋运输业务,第5章,1.1 代理的基本概念,选择题,在“1.1 代理的基本概念”中，下列哪项与代理最直接相关？,A.被代理人|B.城市公交票价|C.旅客值机|D.航空餐食,A,代理与被代理人共同构成本节的核心知识链|其余选项与远洋运输业务无直接对应关系,代理|被代理人,,简单,远洋运输业务+第2版.docx,128,
Q-0405,远洋运输业务,第5章,1.1 代理的基本概念,判断题,代理只适用于国内公路客运，与“1.1 代理的基本概念”无关。,,错误,代理属于远洋运输业务或国际贸易相关知识|并非国内公路客运概念,代理|远洋运输业务,,简单,远洋运输业务+第2版.docx,128,
Q-0406,远洋运输业务,第5章,1.1 代理的基本概念,简答题,简述“1.1 代理的基本概念”中代理的基本含义。,,代理是本节的核心概念，应从定义、适用对象和业务作用三个方面加以说明。,先说明代理的定义|再说明其适用对象|最后说明其在业务中的作用,代理|概念理解,,中等,远洋运输业务+第2版.docx,128,
Q-0407,远洋运输业务,第5章,1.1 代理的基本概念,选择题,下列哪项通常属于“1.1 代理的基本概念”重点关注的内容？,A.代理|B.旅客座位等级|C.候机楼餐饮|D.地铁运营图,A,代理是本节直接对应的业务知识|其余选项不属于本教材任务范围,代理|1.1 代理的基本概念,,简单,远洋运输业务+第2版.docx,128,
Q-0408,远洋运输业务,第5章,1.1 代理的基本概念,判断题,代理是代理人在权限内以被代理人名义实施法律行为。,,正确,代理是代理人在权限内以被代理人名义实施法律行为|这是本节对应的基本规则或定义,代理|被代理人,,中等,远洋运输业务+第2版.docx,128,
Q-0409,远洋运输业务,第5章,1.1 代理的基本概念,简答题,说明代理与被代理人在“1.1 代理的基本概念”中的关系。,,代理与被代理人共同构成本节的重要知识点，前者侧重概念或规则，后者侧重适用或衔接。,先界定代理|再说明被代理人|最后说明二者在业务处理中的联系,代理|被代理人,,中等,远洋运输业务+第2版.docx,128,
Q-0410,远洋运输业务,第5章,1.1 代理的基本概念,选择题,下列哪项不属于“1.1 代理的基本概念”的常见关注点？,A.代理|B.被代理人|C.代理人|D.旅客安检通道,D,代理、被代理人、代理人均与本节相关|旅客安检通道不属于本节远洋运输知识,代理|被代理人|代理人,,简单,远洋运输业务+第2版.docx,128,
Q-0411,远洋运输业务,第5章,1.1 代理的基本概念,综合题,某业务资料同时涉及代理和被代理人，处理时应首先关注什么？,,应先核对代理的适用条件，再结合被代理人判断责任、费用或单证处理要求。,先判断代理是否适用|再依据被代理人核对责任或流程|最后形成业务结论,代理|被代理人|业务处理,,困难,远洋运输业务+第2版.docx,128,
Q-0412,远洋运输业务,第5章,1.1 代理的基本概念,判断题,代理关系强调代理权限和法律后果归属于被代理人。,,正确,代理关系强调代理权限和法律后果归属于被代理人|该表述概括了本节的另一项基本规则,代理|被代理人|代理人,,中等,远洋运输业务+第2版.docx,128,
Q-0413,远洋运输业务,第5章,1.1 代理的基本概念,简答题,在业务处理中如何正确把握代理？,,应结合定义、适用范围、责任划分及单证要求综合把握代理。,明确代理的定义|核对其适用范围|结合责任和单证要求进行判断,代理|业务处理,,中等,远洋运输业务+第2版.docx,128,
Q-0414,远洋运输业务,第5章,1.1 代理的基本概念,选择题,下列哪项最能体现“1.1 代理的基本概念”的实务要求？,A.按照代理与被代理人核对业务条件|B.只看货物颜色|C.忽略合同约定|D.不审任何单据,A,本节强调根据代理和被代理人进行业务核对|其余做法违背实务要求,代理|被代理人|实务要求,,中等,远洋运输业务+第2版.docx,128,
Q-0415,远洋运输业务,第5章,1.1 代理的基本概念,综合题,如果代理与合同或单证约定不一致，应如何处理？,,应及时核对差异原因，必要时更正、补充确认或重新签发，避免责任不清。,先发现差异|再确认原因|最后采取更正或重新确认措施,代理|单证管理|合同管理,,困难,远洋运输业务+第2版.docx,128,
Q-0416,远洋运输业务,第5章,1.1 代理的基本概念,判断题,在“1.1 代理的基本概念”中，忽视被代理人不会影响业务结果。,,错误,被代理人通常直接关系到责任、流程或费用判断|忽视会导致处理错误,被代理人|业务判断,,中等,远洋运输业务+第2版.docx,128,
Q-0417,远洋运输业务,第5章,1.2 行使代理权的基本原则,判断题,合法属于《远洋运输业务》中“1.2 行使代理权的基本原则”需要掌握的核心内容。,,正确,合法是本节的核心关键词之一|理解合法有助于掌握本节业务规则,合法|1.2 行使代理权的基本原则,,简单,远洋运输业务+第2版.docx,130,
Q-0418,远洋运输业务,第5章,1.2 行使代理权的基本原则,选择题,在“1.2 行使代理权的基本原则”中，下列哪项与合法最直接相关？,A.权限|B.城市公交票价|C.旅客值机|D.航空餐食,A,合法与权限共同构成本节的核心知识链|其余选项与远洋运输业务无直接对应关系,合法|权限,,简单,远洋运输业务+第2版.docx,130,
Q-0419,远洋运输业务,第5章,1.2 行使代理权的基本原则,判断题,合法只适用于国内公路客运，与“1.2 行使代理权的基本原则”无关。,,错误,合法属于远洋运输业务或国际贸易相关知识|并非国内公路客运概念,合法|远洋运输业务,,简单,远洋运输业务+第2版.docx,130,
Q-0420,远洋运输业务,第5章,1.2 行使代理权的基本原则,简答题,简述“1.2 行使代理权的基本原则”中合法的基本含义。,,合法是本节的核心概念，应从定义、适用对象和业务作用三个方面加以说明。,先说明合法的定义|再说明其适用对象|最后说明其在业务中的作用,合法|概念理解,,中等,远洋运输业务+第2版.docx,130,
Q-0421,远洋运输业务,第5章,1.2 行使代理权的基本原则,选择题,下列哪项通常属于“1.2 行使代理权的基本原则”重点关注的内容？,A.合法|B.旅客座位等级|C.候机楼餐饮|D.地铁运营图,A,合法是本节直接对应的业务知识|其余选项不属于本教材任务范围,合法|1.2 行使代理权的基本原则,,简单,远洋运输业务+第2版.docx,130,
Q-0422,远洋运输业务,第5章,1.2 行使代理权的基本原则,判断题,代理应遵循合法、诚实信用和维护被代理人利益原则。,,正确,代理应遵循合法、诚实信用和维护被代理人利益原则|这是本节对应的基本规则或定义,合法|权限,,中等,远洋运输业务+第2版.docx,130,
Q-0423,远洋运输业务,第5章,1.2 行使代理权的基本原则,简答题,说明合法与权限在“1.2 行使代理权的基本原则”中的关系。,,合法与权限共同构成本节的重要知识点，前者侧重概念或规则，后者侧重适用或衔接。,先界定合法|再说明权限|最后说明二者在业务处理中的联系,合法|权限,,中等,远洋运输业务+第2版.docx,130,
Q-0424,远洋运输业务,第5章,1.2 行使代理权的基本原则,选择题,下列哪项不属于“1.2 行使代理权的基本原则”的常见关注点？,A.合法|B.权限|C.诚实信用|D.旅客安检通道,D,合法、权限、诚实信用均与本节相关|旅客安检通道不属于本节远洋运输知识,合法|权限|诚实信用,,简单,远洋运输业务+第2版.docx,130,
Q-0425,远洋运输业务,第5章,1.2 行使代理权的基本原则,综合题,某业务资料同时涉及合法和权限，处理时应首先关注什么？,,应先核对合法的适用条件，再结合权限判断责任、费用或单证处理要求。,先判断合法是否适用|再依据权限核对责任或流程|最后形成业务结论,合法|权限|业务处理,,困难,远洋运输业务+第2版.docx,130,
Q-0426,远洋运输业务,第5章,1.2 行使代理权的基本原则,判断题,超越代理权限可能导致代理无效或责任承担。,,正确,超越代理权限可能导致代理无效或责任承担|该表述概括了本节的另一项基本规则,合法|权限|诚实信用,,中等,远洋运输业务+第2版.docx,130,
Q-0427,远洋运输业务,第5章,1.2 行使代理权的基本原则,简答题,在业务处理中如何正确把握合法？,,应结合定义、适用范围、责任划分及单证要求综合把握合法。,明确合法的定义|核对其适用范围|结合责任和单证要求进行判断,合法|业务处理,,中等,远洋运输业务+第2版.docx,130,
Q-0428,远洋运输业务,第5章,1.2 行使代理权的基本原则,选择题,下列哪项最能体现“1.2 行使代理权的基本原则”的实务要求？,A.按照合法与权限核对业务条件|B.只看货物颜色|C.忽略合同约定|D.不审任何单据,A,本节强调根据合法和权限进行业务核对|其余做法违背实务要求,合法|权限|实务要求,,中等,远洋运输业务+第2版.docx,130,
Q-0429,远洋运输业务,第5章,1.2 行使代理权的基本原则,综合题,如果合法与合同或单证约定不一致，应如何处理？,,应及时核对差异原因，必要时更正、补充确认或重新签发，避免责任不清。,先发现差异|再确认原因|最后采取更正或重新确认措施,合法|单证管理|合同管理,,困难,远洋运输业务+第2版.docx,130,
Q-0430,远洋运输业务,第5章,1.2 行使代理权的基本原则,判断题,在“1.2 行使代理权的基本原则”中，忽视权限不会影响业务结果。,,错误,权限通常直接关系到责任、流程或费用判断|忽视会导致处理错误,权限|业务判断,,中等,远洋运输业务+第2版.docx,130,
Q-0431,远洋运输业务,第5章,2.1 国际船舶代理的基本概念,判断题,国际船舶代理属于《远洋运输业务》中“2.1 国际船舶代理的基本概念”需要掌握的核心内容。,,正确,国际船舶代理是本节的核心关键词之一|理解国际船舶代理有助于掌握本节业务规则,国际船舶代理|2.1 国际船舶代理的基本概念,,简单,远洋运输业务+第2版.docx,135,
Q-0432,远洋运输业务,第5章,2.1 国际船舶代理的基本概念,选择题,在“2.1 国际船舶代理的基本概念”中，下列哪项与国际船舶代理最直接相关？,A.船东|B.城市公交票价|C.旅客值机|D.航空餐食,A,国际船舶代理与船东共同构成本节的核心知识链|其余选项与远洋运输业务无直接对应关系,国际船舶代理|船东,,简单,远洋运输业务+第2版.docx,135,
Q-0433,远洋运输业务,第5章,2.1 国际船舶代理的基本概念,判断题,国际船舶代理只适用于国内公路客运，与“2.1 国际船舶代理的基本概念”无关。,,错误,国际船舶代理属于远洋运输业务或国际贸易相关知识|并非国内公路客运概念,国际船舶代理|远洋运输业务,,简单,远洋运输业务+第2版.docx,135,
Q-0434,远洋运输业务,第5章,2.1 国际船舶代理的基本概念,简答题,简述“2.1 国际船舶代理的基本概念”中国际船舶代理的基本含义。,,国际船舶代理是本节的核心概念，应从定义、适用对象和业务作用三个方面加以说明。,先说明国际船舶代理的定义|再说明其适用对象|最后说明其在业务中的作用,国际船舶代理|概念理解,,中等,远洋运输业务+第2版.docx,135,
Q-0435,远洋运输业务,第5章,2.1 国际船舶代理的基本概念,选择题,下列哪项通常属于“2.1 国际船舶代理的基本概念”重点关注的内容？,A.国际船舶代理|B.旅客座位等级|C.候机楼餐饮|D.地铁运营图,A,国际船舶代理是本节直接对应的业务知识|其余选项不属于本教材任务范围,国际船舶代理|2.1 国际船舶代理的基本概念,,简单,远洋运输业务+第2版.docx,135,
Q-0436,远洋运输业务,第5章,2.1 国际船舶代理的基本概念,判断题,国际船舶代理是受船东或承运人委托办理船舶港口业务的活动。,,正确,国际船舶代理是受船东或承运人委托办理船舶港口业务的活动|这是本节对应的基本规则或定义,国际船舶代理|船东,,中等,远洋运输业务+第2版.docx,135,
Q-0437,远洋运输业务,第5章,2.1 国际船舶代理的基本概念,简答题,说明国际船舶代理与船东在“2.1 国际船舶代理的基本概念”中的关系。,,国际船舶代理与船东共同构成本节的重要知识点，前者侧重概念或规则，后者侧重适用或衔接。,先界定国际船舶代理|再说明船东|最后说明二者在业务处理中的联系,国际船舶代理|船东,,中等,远洋运输业务+第2版.docx,135,
Q-0438,远洋运输业务,第5章,2.1 国际船舶代理的基本概念,选择题,下列哪项不属于“2.1 国际船舶代理的基本概念”的常见关注点？,A.国际船舶代理|B.船东|C.港口|D.旅客安检通道,D,国际船舶代理、船东、港口均与本节相关|旅客安检通道不属于本节远洋运输知识,国际船舶代理|船东|港口,,简单,远洋运输业务+第2版.docx,135,
Q-0439,远洋运输业务,第5章,2.1 国际船舶代理的基本概念,综合题,某业务资料同时涉及国际船舶代理和船东，处理时应首先关注什么？,,应先核对国际船舶代理的适用条件，再结合船东判断责任、费用或单证处理要求。,先判断国际船舶代理是否适用|再依据船东核对责任或流程|最后形成业务结论,国际船舶代理|船东|业务处理,,困难,远洋运输业务+第2版.docx,135,
Q-0440,远洋运输业务,第5章,2.1 国际船舶代理的基本概念,判断题,船舶代理在港口联络与业务衔接中作用重要。,,正确,船舶代理在港口联络与业务衔接中作用重要|该表述概括了本节的另一项基本规则,国际船舶代理|船东|港口,,中等,远洋运输业务+第2版.docx,135,
Q-0441,远洋运输业务,第5章,2.1 国际船舶代理的基本概念,简答题,在业务处理中如何正确把握国际船舶代理？,,应结合定义、适用范围、责任划分及单证要求综合把握国际船舶代理。,明确国际船舶代理的定义|核对其适用范围|结合责任和单证要求进行判断,国际船舶代理|业务处理,,中等,远洋运输业务+第2版.docx,135,
Q-0442,远洋运输业务,第5章,2.1 国际船舶代理的基本概念,选择题,下列哪项最能体现“2.1 国际船舶代理的基本概念”的实务要求？,A.按照国际船舶代理与船东核对业务条件|B.只看货物颜色|C.忽略合同约定|D.不审任何单据,A,本节强调根据国际船舶代理和船东进行业务核对|其余做法违背实务要求,国际船舶代理|船东|实务要求,,中等,远洋运输业务+第2版.docx,135,
Q-0443,远洋运输业务,第5章,2.1 国际船舶代理的基本概念,综合题,如果国际船舶代理与合同或单证约定不一致，应如何处理？,,应及时核对差异原因，必要时更正、补充确认或重新签发，避免责任不清。,先发现差异|再确认原因|最后采取更正或重新确认措施,国际船舶代理|单证管理|合同管理,,困难,远洋运输业务+第2版.docx,135,
Q-0444,远洋运输业务,第5章,2.1 国际船舶代理的基本概念,判断题,在“2.1 国际船舶代理的基本概念”中，忽视船东不会影响业务结果。,,错误,船东通常直接关系到责任、流程或费用判断|忽视会导致处理错误,船东|业务判断,,中等,远洋运输业务+第2版.docx,135,
Q-0445,远洋运输业务,第5章,2.2 国际船舶代理的业务范围及使用原则,判断题,靠离港手续属于《远洋运输业务》中“2.2 国际船舶代理的业务范围及使用原则”需要掌握的核心内容。,,正确,靠离港手续是本节的核心关键词之一|理解靠离港手续有助于掌握本节业务规则,靠离港手续|2.2 国际船舶代理的业务范围及使用原则,,简单,远洋运输业务+第2版.docx,137,
Q-0446,远洋运输业务,第5章,2.2 国际船舶代理的业务范围及使用原则,选择题,在“2.2 国际船舶代理的业务范围及使用原则”中，下列哪项与靠离港手续最直接相关？,A.供应|B.城市公交票价|C.旅客值机|D.航空餐食,A,靠离港手续与供应共同构成本节的核心知识链|其余选项与远洋运输业务无直接对应关系,靠离港手续|供应,,简单,远洋运输业务+第2版.docx,137,
Q-0447,远洋运输业务,第5章,2.2 国际船舶代理的业务范围及使用原则,判断题,靠离港手续只适用于国内公路客运，与“2.2 国际船舶代理的业务范围及使用原则”无关。,,错误,靠离港手续属于远洋运输业务或国际贸易相关知识|并非国内公路客运概念,靠离港手续|远洋运输业务,,简单,远洋运输业务+第2版.docx,137,
Q-0448,远洋运输业务,第5章,2.2 国际船舶代理的业务范围及使用原则,简答题,简述“2.2 国际船舶代理的业务范围及使用原则”中靠离港手续的基本含义。,,靠离港手续是本节的核心概念，应从定义、适用对象和业务作用三个方面加以说明。,先说明靠离港手续的定义|再说明其适用对象|最后说明其在业务中的作用,靠离港手续|概念理解,,中等,远洋运输业务+第2版.docx,137,
Q-0449,远洋运输业务,第5章,2.2 国际船舶代理的业务范围及使用原则,选择题,下列哪项通常属于“2.2 国际船舶代理的业务范围及使用原则”重点关注的内容？,A.靠离港手续|B.旅客座位等级|C.候机楼餐饮|D.地铁运营图,A,靠离港手续是本节直接对应的业务知识|其余选项不属于本教材任务范围,靠离港手续|2.2 国际船舶代理的业务范围及使用原则,,简单,远洋运输业务+第2版.docx,137,
Q-0450,远洋运输业务,第5章,2.2 国际船舶代理的业务范围及使用原则,判断题,国际船舶代理业务包括靠离港手续、联系装卸、供应和费用结算。,,正确,国际船舶代理业务包括靠离港手续、联系装卸、供应和费用结算|这是本节对应的基本规则或定义,靠离港手续|供应,,中等,远洋运输业务+第2版.docx,137,
Q-0451,远洋运输业务,第5章,2.2 国际船舶代理的业务范围及使用原则,简答题,说明靠离港手续与供应在“2.2 国际船舶代理的业务范围及使用原则”中的关系。,,靠离港手续与供应共同构成本节的重要知识点，前者侧重概念或规则，后者侧重适用或衔接。,先界定靠离港手续|再说明供应|最后说明二者在业务处理中的联系,靠离港手续|供应,,中等,远洋运输业务+第2版.docx,137,
Q-0452,远洋运输业务,第5章,2.2 国际船舶代理的业务范围及使用原则,选择题,下列哪项不属于“2.2 国际船舶代理的业务范围及使用原则”的常见关注点？,A.靠离港手续|B.供应|C.联系装卸|D.旅客安检通道,D,靠离港手续、供应、联系装卸均与本节相关|旅客安检通道不属于本节远洋运输知识,靠离港手续|供应|联系装卸,,简单,远洋运输业务+第2版.docx,137,
Q-0453,远洋运输业务,第5章,2.2 国际船舶代理的业务范围及使用原则,综合题,某业务资料同时涉及靠离港手续和供应，处理时应首先关注什么？,,应先核对靠离港手续的适用条件，再结合供应判断责任、费用或单证处理要求。,先判断靠离港手续是否适用|再依据供应核对责任或流程|最后形成业务结论,靠离港手续|供应|业务处理,,困难,远洋运输业务+第2版.docx,137,
Q-0454,远洋运输业务,第5章,2.2 国际船舶代理的业务范围及使用原则,判断题,使用代理应遵循授权明确和分工清晰原则。,,正确,使用代理应遵循授权明确和分工清晰原则|该表述概括了本节的另一项基本规则,靠离港手续|供应|联系装卸,,中等,远洋运输业务+第2版.docx,137,
Q-0455,远洋运输业务,第5章,2.2 国际船舶代理的业务范围及使用原则,简答题,在业务处理中如何正确把握靠离港手续？,,应结合定义、适用范围、责任划分及单证要求综合把握靠离港手续。,明确靠离港手续的定义|核对其适用范围|结合责任和单证要求进行判断,靠离港手续|业务处理,,中等,远洋运输业务+第2版.docx,137,
Q-0456,远洋运输业务,第5章,2.2 国际船舶代理的业务范围及使用原则,选择题,下列哪项最能体现“2.2 国际船舶代理的业务范围及使用原则”的实务要求？,A.按照靠离港手续与供应核对业务条件|B.只看货物颜色|C.忽略合同约定|D.不审任何单据,A,本节强调根据靠离港手续和供应进行业务核对|其余做法违背实务要求,靠离港手续|供应|实务要求,,中等,远洋运输业务+第2版.docx,137,
Q-0457,远洋运输业务,第5章,2.2 国际船舶代理的业务范围及使用原则,综合题,如果靠离港手续与合同或单证约定不一致，应如何处理？,,应及时核对差异原因，必要时更正、补充确认或重新签发，避免责任不清。,先发现差异|再确认原因|最后采取更正或重新确认措施,靠离港手续|单证管理|合同管理,,困难,远洋运输业务+第2版.docx,137,
Q-0458,远洋运输业务,第5章,2.2 国际船舶代理的业务范围及使用原则,判断题,在“2.2 国际船舶代理的业务范围及使用原则”中，忽视供应不会影响业务结果。,,错误,供应通常直接关系到责任、流程或费用判断|忽视会导致处理错误,供应|业务判断,,中等,远洋运输业务+第2版.docx,137,
Q-0459,远洋运输业务,第6章,1.1 船舶运输成本的基本概念及构成,判断题,运输成本属于《远洋运输业务》中“1.1 船舶运输成本的基本概念及构成”需要掌握的核心内容。,,正确,运输成本是本节的核心关键词之一|理解运输成本有助于掌握本节业务规则,运输成本|1.1 船舶运输成本的基本概念及构成,,简单,远洋运输业务+第2版.docx,147,
Q-0460,远洋运输业务,第6章,1.1 船舶运输成本的基本概念及构成,选择题,在“1.1 船舶运输成本的基本概念及构成”中，下列哪项与运输成本最直接相关？,A.固定成本|B.城市公交票价|C.旅客值机|D.航空餐食,A,运输成本与固定成本共同构成本节的核心知识链|其余选项与远洋运输业务无直接对应关系,运输成本|固定成本,,简单,远洋运输业务+第2版.docx,147,
Q-0461,远洋运输业务,第6章,1.1 船舶运输成本的基本概念及构成,判断题,运输成本只适用于国内公路客运，与“1.1 船舶运输成本的基本概念及构成”无关。,,错误,运输成本属于远洋运输业务或国际贸易相关知识|并非国内公路客运概念,运输成本|远洋运输业务,,简单,远洋运输业务+第2版.docx,147,
Q-0462,远洋运输业务,第6章,1.1 船舶运输成本的基本概念及构成,简答题,简述“1.1 船舶运输成本的基本概念及构成”中运输成本的基本含义。,,运输成本是本节的核心概念，应从定义、适用对象和业务作用三个方面加以说明。,先说明运输成本的定义|再说明其适用对象|最后说明其在业务中的作用,运输成本|概念理解,,中等,远洋运输业务+第2版.docx,147,
Q-0463,远洋运输业务,第6章,1.1 船舶运输成本的基本概念及构成,计算题,某船固定成本为20万元，变动成本为30万元，船舶运输总成本为多少？,,50万元,运输总成本=固定成本+变动成本|20+30=50（万元）,船舶运输成本|成本构成,运输总成本 = 固定成本 + 变动成本,简单,远洋运输业务+第2版.docx,147,
Q-0464,远洋运输业务,第6章,1.1 船舶运输成本的基本概念及构成,判断题,船舶运输成本由固定成本和变动成本等构成。,,正确,船舶运输成本由固定成本和变动成本等构成|这是本节对应的基本规则或定义,运输成本|固定成本,,中等,远洋运输业务+第2版.docx,147,
Q-0465,远洋运输业务,第6章,1.1 船舶运输成本的基本概念及构成,简答题,说明运输成本与固定成本在“1.1 船舶运输成本的基本概念及构成”中的关系。,,运输成本与固定成本共同构成本节的重要知识点，前者侧重概念或规则，后者侧重适用或衔接。,先界定运输成本|再说明固定成本|最后说明二者在业务处理中的联系,运输成本|固定成本,,中等,远洋运输业务+第2版.docx,147,
Q-0466,远洋运输业务,第6章,1.1 船舶运输成本的基本概念及构成,选择题,下列哪项不属于“1.1 船舶运输成本的基本概念及构成”的常见关注点？,A.运输成本|B.固定成本|C.变动成本|D.旅客安检通道,D,运输成本、固定成本、变动成本均与本节相关|旅客安检通道不属于本节远洋运输知识,运输成本|固定成本|变动成本,,简单,远洋运输业务+第2版.docx,147,
